can_close_early,category,close_time,created_time,custom_strike,event_ticker,expected_expiration_time,expiration_time,expiration_value,last_price,last_price_dollars,latest_expiration_time,liquidity,liquidity_dollars,market_type,mve_collection_ticker,mve_selected_legs,no_ask,no_ask_dollars,no_bid,no_bid_dollars,no_sub_title,notional_value,notional_value_dollars,open_interest,open_time,previous_price,previous_price_dollars,previous_yes_ask,previous_yes_ask_dollars,previous_yes_bid,previous_yes_bid_dollars,price_level_structure,price_ranges,response_price_units,result,risk_limit_cents,rules_primary,rules_secondary,settlement_timer_seconds,settlement_value,settlement_value_dollars,status,strike_type,subtitle,tick_size,ticker,title,volume,volume_24h,yes_ask,yes_ask_dollars,yes_bid,yes_bid_dollars,yes_sub_title,year
True,,2025-11-23T18:40:28.826516Z,2025-11-23T17:22:16.974155Z,"{'Associated Events': 'KXNFLANYTD-25NOV23INDKC,KXNFLRSHYDS-25NOV23INDKC', 'Associated Market Sides': 'yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23INDKC-NOTD,KXNFLRSHYDS-25NOV23INDKC-KCPMAHOMES15-10', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23INDKC'}",KXMVENFLSINGLEGAME-S202556AC2EC693D,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23INDKC,"[{'event_ticker': 'KXNFLANYTD-25NOV23INDKC', 'market_ticker': 'KXNFLANYTD-25NOV23INDKC-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLRSHYDS-25NOV23INDKC', 'market_ticker': 'KXNFLRSHYDS-25NOV23INDKC-KCPMAHOMES15-10', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Patrick Mahomes: 10+",100,1.0000,0,2025-11-23T17:22:16.937768Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S202556AC2EC693D-A3DE17B448E,"yes No Touchdown,yes Patrick Mahomes: 10+",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Patrick Mahomes: 10+",2025
True,,2025-11-23T18:40:27.889718Z,2025-11-23T16:11:05.083851Z,"{'Associated Events': 'KXNFLANYTD-25NOV23INDKC,KXNFLRSHYDS-25NOV23INDKC,KXNFLRSHYDS-25NOV23INDKC', 'Associated Market Sides': 'yes,yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23INDKC-NOTD,KXNFLRSHYDS-25NOV23INDKC-INDJTAYLOR28-100,KXNFLRSHYDS-25NOV23INDKC-KCPMAHOMES15-10', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23INDKC'}",KXMVENFLSINGLEGAME-S20258F28D42B55F,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23INDKC,"[{'event_ticker': 'KXNFLANYTD-25NOV23INDKC', 'market_ticker': 'KXNFLANYTD-25NOV23INDKC-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLRSHYDS-25NOV23INDKC', 'market_ticker': 'KXNFLRSHYDS-25NOV23INDKC-INDJTAYLOR28-100', 'side': 'yes'}, {'event_ticker': 'KXNFLRSHYDS-25NOV23INDKC', 'market_ticker': 'KXNFLRSHYDS-25NOV23INDKC-KCPMAHOMES15-10', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Jonathan Taylor: 100+,yes Patrick Mahomes: 10+",100,1.0000,0,2025-11-23T16:11:05.026464Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S20258F28D42B55F-97D8AA05B29,"yes No Touchdown,yes Jonathan Taylor: 100+,yes Patrick Mahomes: 10+",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Jonathan Taylor: 100+,yes Patrick Mahomes: 10+",2025
True,,2025-11-23T18:40:29.018843Z,2025-11-23T15:54:40.949314Z,"{'Associated Events': 'KXNFLANYTD-25NOV23NYGDET,KXNFLGAME-25NOV23NYGDET', 'Associated Market Sides': 'yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23NYGDET-NOTD,KXNFLGAME-25NOV23NYGDET-DET', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23NYGDET'}",KXMVENFLSINGLEGAME-S2025523519B96E2,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23NYGDET,"[{'event_ticker': 'KXNFLANYTD-25NOV23NYGDET', 'market_ticker': 'KXNFLANYTD-25NOV23NYGDET-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLGAME-25NOV23NYGDET', 'market_ticker': 'KXNFLGAME-25NOV23NYGDET-DET', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Detroit",100,1.0000,0,2025-11-23T15:54:40.917341Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S2025523519B96E2-77BFCC7BC7A,"yes No Touchdown,yes Detroit",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Detroit",2025
True,,2025-11-23T18:40:27.467724Z,2025-11-23T15:52:43.302872Z,"{'Associated Events': 'KXNFLFIRSTTD-25NOV23MINGB,KXNFLSPREAD-25NOV23MINGB', 'Associated Market Sides': 'yes,yes', 'Associated Markets': 'KXNFLFIRSTTD-25NOV23MINGB-NOTD,KXNFLSPREAD-25NOV23MINGB-GB2', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23MINGB'}",KXMVENFLSINGLEGAME-S2025D2698397F1D,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23MINGB,"[{'event_ticker': 'KXNFLFIRSTTD-25NOV23MINGB', 'market_ticker': 'KXNFLFIRSTTD-25NOV23MINGB-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLSPREAD-25NOV23MINGB', 'market_ticker': 'KXNFLSPREAD-25NOV23MINGB-GB2', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Green Bay wins by over 2.5 points",100,1.0000,0,2025-11-23T15:52:43.263346Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S2025D2698397F1D-BF8EDBEA4F1,"yes No Touchdown,yes Green Bay wins by over 2.5 points",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Green Bay wins by over 2.5 points",2025
True,,2025-11-23T18:40:29.256166Z,2025-11-23T15:08:08.442424Z,"{'Associated Events': 'KXNFLANYTD-25NOV23MINGB,KXNFLGAME-25NOV23MINGB,KXNFLPASSYDS-25NOV23MINGB,KXNFLPASSYDS-25NOV23MINGB,KXNFLRECYDS-25NOV23MINGB,KXNFLRECYDS-25NOV23MINGB,KXNFLRECYDS-25NOV23MINGB,KXNFLRECYDS-25NOV23MINGB,KXNFLRECYDS-25NOV23MINGB,KXNFLRECYDS-25NOV23MINGB,KXNFLRECYDS-25NOV23MINGB,KXNFLRSHYDS-25NOV23MINGB,KXNFLRSHYDS-25NOV23MINGB,KXNFLTOTAL-25NOV23MINGB', 'Associated Market Sides': 'yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23MINGB-NOTD,KXNFLGAME-25NOV23MINGB-MIN,KXNFLPASSYDS-25NOV23MINGB-GBJLOVE10-175,KXNFLPASSYDS-25NOV23MINGB-MINJMCCARTHY9-175,KXNFLRECYDS-25NOV23MINGB-GBCWATSON9-30,KXNFLRECYDS-25NOV23MINGB-GBRDOUBS87-30,KXNFLRECYDS-25NOV23MINGB-MINAJONES33-10,KXNFLRECYDS-25NOV23MINGB-MINJADDISON3-20,KXNFLRECYDS-25NOV23MINGB-MINJJEFFERSON18-50,KXNFLRECYDS-25NOV23MINGB-MINJNAILOR1-10,KXNFLRECYDS-25NOV23MINGB-MINTHOCKENSON87-10,KXNFLRSHYDS-25NOV23MINGB-MINAJONES33-40,KXNFLRSHYDS-25NOV23MINGB-MINJMASON27-10,KXNFLTOTAL-25NOV23MINGB-40', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23MINGB'}",KXMVENFLSINGLEGAME-S2025490EB1C76EA,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23MINGB,"[{'event_ticker': 'KXNFLANYTD-25NOV23MINGB', 'market_ticker': 'KXNFLANYTD-25NOV23MINGB-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLGAME-25NOV23MINGB', 'market_ticker': 'KXNFLGAME-25NOV23MINGB-MIN', 'side': 'yes'}, {'event_ticker': 'KXNFLPASSYDS-25NOV23MINGB', 'market_ticker': 'KXNFLPASSYDS-25NOV23MINGB-GBJLOVE10-175', 'side': 'yes'}, {'event_ticker': 'KXNFLPASSYDS-25NOV23MINGB', 'market_ticker': 'KXNFLPASSYDS-25NOV23MINGB-MINJMCCARTHY9-175', 'side': 'yes'}, {'event_ticker': 'KXNFLRECYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRECYDS-25NOV23MINGB-GBCWATSON9-30', 'side': 'yes'}, {'event_ticker': 'KXNFLRECYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRECYDS-25NOV23MINGB-GBRDOUBS87-30', 'side': 'yes'}, {'event_ticker': 'KXNFLRECYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRECYDS-25NOV23MINGB-MINAJONES33-10', 'side': 'yes'}, {'event_ticker': 'KXNFLRECYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRECYDS-25NOV23MINGB-MINJADDISON3-20', 'side': 'yes'}, {'event_ticker': 'KXNFLRECYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRECYDS-25NOV23MINGB-MINJJEFFERSON18-50', 'side': 'yes'}, {'event_ticker': 'KXNFLRECYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRECYDS-25NOV23MINGB-MINJNAILOR1-10', 'side': 'yes'}, {'event_ticker': 'KXNFLRECYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRECYDS-25NOV23MINGB-MINTHOCKENSON87-10', 'side': 'yes'}, {'event_ticker': 'KXNFLRSHYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRSHYDS-25NOV23MINGB-MINAJONES33-40', 'side': 'yes'}, {'event_ticker': 'KXNFLRSHYDS-25NOV23MINGB', 'market_ticker': 'KXNFLRSHYDS-25NOV23MINGB-MINJMASON27-10', 'side': 'yes'}, {'event_ticker': 'KXNFLTOTAL-25NOV23MINGB', 'market_ticker': 'KXNFLTOTAL-25NOV23MINGB-40', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Minnesota,yes Jordan Love: 175+,yes J.J. McCarthy: 175+,yes Christian Watson: 30+,yes Romeo Doubs: 30+,yes Aaron Jones Sr.: 10+,yes Jordan Addison: 20+,yes Justin Jefferson: 50+,yes Jalen Nailor: 10+,yes T.J. Hockenson: 10+,yes Aaron Jones Sr.: 40+,yes Jordan Mason: 10+,yes Over 40.5 points scored",100,1.0000,0,2025-11-23T15:08:08.410782Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S2025490EB1C76EA-9A03E71DD03,"yes No Touchdown,yes Minnesota,yes Jordan Love: 175+,yes J.J. McCarthy: 175+,yes Christian Watson: 30+,yes Romeo Doubs: 30+,yes Aaron Jones Sr.: 10+,yes Jordan Addison: 20+,yes Justin Jefferson: 50+,yes Jalen Nailor: 10+,yes T.J. Hockenson: 10+,yes Aaron Jones Sr.: 40+,yes Jordan Mason: 10+,yes Over 40.5 points scored",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Minnesota,yes Jordan Love: 175+,yes J.J. McCarthy: 175+,yes Christian Watson: 30+,yes Romeo Doubs: 30+,yes Aaron Jones Sr.: 10+,yes Jordan Addison: 20+,yes Justin Jefferson: 50+,yes Jalen Nailor: 10+,yes T.J. Hockenson: 10+,yes Aaron Jones Sr.: 40+,yes Jordan Mason: 10+,yes Over 40.5 points scored",2025
True,,2025-11-23T18:40:27.506103Z,2025-11-23T15:02:03.875629Z,"{'Associated Events': 'KXNFLANYTD-25NOV23INDKC,KXNFLGAME-25NOV23INDKC,KXNFLPASSYDS-25NOV23INDKC', 'Associated Market Sides': 'yes,yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23INDKC-NOTD,KXNFLGAME-25NOV23INDKC-IND,KXNFLPASSYDS-25NOV23INDKC-INDDJONES17-200', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23INDKC'}",KXMVENFLSINGLEGAME-S2025DEAEBB378C5,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23INDKC,"[{'event_ticker': 'KXNFLANYTD-25NOV23INDKC', 'market_ticker': 'KXNFLANYTD-25NOV23INDKC-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLGAME-25NOV23INDKC', 'market_ticker': 'KXNFLGAME-25NOV23INDKC-IND', 'side': 'yes'}, {'event_ticker': 'KXNFLPASSYDS-25NOV23INDKC', 'market_ticker': 'KXNFLPASSYDS-25NOV23INDKC-INDDJONES17-200', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Indianapolis,yes Daniel Jones: 200+",100,1.0000,0,2025-11-23T15:02:03.835995Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S2025DEAEBB378C5-935BB973F4B,"yes No Touchdown,yes Indianapolis,yes Daniel Jones: 200+",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Indianapolis,yes Daniel Jones: 200+",2025
True,,2025-11-23T18:40:29.140751Z,2025-11-23T14:56:17.058713Z,"{'Associated Events': 'KXNFLFIRSTTD-25NOV23INDKC,KXNFLGAME-25NOV23INDKC', 'Associated Market Sides': 'yes,yes', 'Associated Markets': 'KXNFLFIRSTTD-25NOV23INDKC-NOTD,KXNFLGAME-25NOV23INDKC-IND', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23INDKC'}",KXMVENFLSINGLEGAME-S20254BB44E47D43,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23INDKC,"[{'event_ticker': 'KXNFLFIRSTTD-25NOV23INDKC', 'market_ticker': 'KXNFLFIRSTTD-25NOV23INDKC-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLGAME-25NOV23INDKC', 'market_ticker': 'KXNFLGAME-25NOV23INDKC-IND', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Indianapolis",100,1.0000,0,2025-11-23T14:56:16.989389Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S20254BB44E47D43-3D60BF8AC0D,"yes No Touchdown,yes Indianapolis",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Indianapolis",2025
True,,2025-11-23T18:40:28.080592Z,2025-11-23T13:38:52.795039Z,"{'Associated Events': 'KXNFLANYTD-25NOV23MINGB,KXNFLGAME-25NOV23MINGB,KXNFLTOTAL-25NOV23MINGB', 'Associated Market Sides': 'yes,yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23MINGB-NOTD,KXNFLGAME-25NOV23MINGB-MIN,KXNFLTOTAL-25NOV23MINGB-31', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23MINGB'}",KXMVENFLSINGLEGAME-S20257C003138D47,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23MINGB,"[{'event_ticker': 'KXNFLANYTD-25NOV23MINGB', 'market_ticker': 'KXNFLANYTD-25NOV23MINGB-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLGAME-25NOV23MINGB', 'market_ticker': 'KXNFLGAME-25NOV23MINGB-MIN', 'side': 'yes'}, {'event_ticker': 'KXNFLTOTAL-25NOV23MINGB', 'market_ticker': 'KXNFLTOTAL-25NOV23MINGB-31', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Minnesota,yes Over 31.5 points scored",100,1.0000,0,2025-11-23T13:38:52.758392Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S20257C003138D47-4E5B931F8C9,"yes No Touchdown,yes Minnesota,yes Over 31.5 points scored",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Minnesota,yes Over 31.5 points scored",2025
True,,2025-11-23T18:40:28.3067Z,2025-11-23T10:55:09.446554Z,"{'Associated Events': 'KXNFLANYTD-25NOV23MINGB,KXNFLPASSYDS-25NOV23MINGB,KXNFLSPREAD-25NOV23MINGB', 'Associated Market Sides': 'yes,yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23MINGB-NOTD,KXNFLPASSYDS-25NOV23MINGB-GBJLOVE10-175,KXNFLSPREAD-25NOV23MINGB-GB6', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23MINGB'}",KXMVENFLSINGLEGAME-S2025773FD32E721,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23MINGB,"[{'event_ticker': 'KXNFLANYTD-25NOV23MINGB', 'market_ticker': 'KXNFLANYTD-25NOV23MINGB-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLPASSYDS-25NOV23MINGB', 'market_ticker': 'KXNFLPASSYDS-25NOV23MINGB-GBJLOVE10-175', 'side': 'yes'}, {'event_ticker': 'KXNFLSPREAD-25NOV23MINGB', 'market_ticker': 'KXNFLSPREAD-25NOV23MINGB-GB6', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Jordan Love: 175+,yes Green Bay wins by over 6.5 points",100,1.0000,0,2025-11-23T10:55:09.408015Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S2025773FD32E721-6D374632D8B,"yes No Touchdown,yes Jordan Love: 175+,yes Green Bay wins by over 6.5 points",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Jordan Love: 175+,yes Green Bay wins by over 6.5 points",2025
True,,2025-11-23T18:40:28.190335Z,2025-11-23T09:19:43.590831Z,"{'Associated Events': 'KXNFLANYTD-25NOV23INDKC,KXNFLSPREAD-25NOV23INDKC,KXNFLTOTAL-25NOV23INDKC', 'Associated Market Sides': 'yes,no,no', 'Associated Markets': 'KXNFLANYTD-25NOV23INDKC-NOTD,KXNFLSPREAD-25NOV23INDKC-KC3,KXNFLTOTAL-25NOV23INDKC-50', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23INDKC'}",KXMVENFLSINGLEGAME-S20257CEAB68503A,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23INDKC,"[{'event_ticker': 'KXNFLANYTD-25NOV23INDKC', 'market_ticker': 'KXNFLANYTD-25NOV23INDKC-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLSPREAD-25NOV23INDKC', 'market_ticker': 'KXNFLSPREAD-25NOV23INDKC-KC3', 'side': 'no'}, {'event_ticker': 'KXNFLTOTAL-25NOV23INDKC', 'market_ticker': 'KXNFLTOTAL-25NOV23INDKC-50', 'side': 'no'}]",100,1.0000,100,1.0000,"yes No Touchdown,no Kansas City wins by over 3.5 points,no Over 50.5 points scored",100,1.0000,0,2025-11-23T09:19:43.54565Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S20257CEAB68503A-009CBC20A65,"yes No Touchdown,no Kansas City wins by over 3.5 points,no Over 50.5 points scored",0,0,0,0.0000,0,0.0000,"yes No Touchdown,no Kansas City wins by over 3.5 points,no Over 50.5 points scored",2025
True,,2025-11-23T18:40:27.458979Z,2025-11-23T08:01:42.33109Z,"{'Associated Events': 'KXNFLANYTD-25NOV23INDKC,KXNFLGAME-25NOV23INDKC,KXNFLPASSYDS-25NOV23INDKC,KXNFLPASSYDS-25NOV23INDKC,KXNFLRSHYDS-25NOV23INDKC,KXNFLTOTAL-25NOV23INDKC', 'Associated Market Sides': 'yes,yes,yes,yes,yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23INDKC-NOTD,KXNFLGAME-25NOV23INDKC-IND,KXNFLPASSYDS-25NOV23INDKC-INDDJONES17-175,KXNFLPASSYDS-25NOV23INDKC-KCPMAHOMES15-200,KXNFLRSHYDS-25NOV23INDKC-KCPMAHOMES15-30,KXNFLTOTAL-25NOV23INDKC-50', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23INDKC'}",KXMVENFLSINGLEGAME-S2025F6269F721E1,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23INDKC,"[{'event_ticker': 'KXNFLANYTD-25NOV23INDKC', 'market_ticker': 'KXNFLANYTD-25NOV23INDKC-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLGAME-25NOV23INDKC', 'market_ticker': 'KXNFLGAME-25NOV23INDKC-IND', 'side': 'yes'}, {'event_ticker': 'KXNFLPASSYDS-25NOV23INDKC', 'market_ticker': 'KXNFLPASSYDS-25NOV23INDKC-INDDJONES17-175', 'side': 'yes'}, {'event_ticker': 'KXNFLPASSYDS-25NOV23INDKC', 'market_ticker': 'KXNFLPASSYDS-25NOV23INDKC-KCPMAHOMES15-200', 'side': 'yes'}, {'event_ticker': 'KXNFLRSHYDS-25NOV23INDKC', 'market_ticker': 'KXNFLRSHYDS-25NOV23INDKC-KCPMAHOMES15-30', 'side': 'yes'}, {'event_ticker': 'KXNFLTOTAL-25NOV23INDKC', 'market_ticker': 'KXNFLTOTAL-25NOV23INDKC-50', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Indianapolis,yes Daniel Jones: 175+,yes Patrick Mahomes: 200+,yes Patrick Mahomes: 30+,yes Over 50.5 points scored",100,1.0000,0,2025-11-23T08:01:42.280072Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S2025F6269F721E1-913C2EE9976,"yes No Touchdown,yes Indianapolis,yes Daniel Jones: 175+,yes Patrick Mahomes: 200+,yes Patrick Mahomes: 30+,yes Over 50.5 points scored",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Indianapolis,yes Daniel Jones: 175+,yes Patrick Mahomes: 200+,yes Patrick Mahomes: 30+,yes Over 50.5 points scored",2025
True,,2025-11-23T18:40:30.173568Z,2025-11-23T06:34:55.371671Z,"{'Associated Events': 'KXNFLANYTD-25NOV23INDKC,KXNFLSPREAD-25NOV23INDKC', 'Associated Market Sides': 'yes,yes', 'Associated Markets': 'KXNFLANYTD-25NOV23INDKC-NOTD,KXNFLSPREAD-25NOV23INDKC-KC2', 'Multivariate Event Ticker': 'KXMVENFLSINGLEGAME-25NOV23INDKC'}",KXMVENFLSINGLEGAME-S20251307584CD44,2025-11-23T21:00:00Z,2025-12-07T18:00:00Z,,0,0.0000,2025-12-07T18:00:00Z,0,0.0000,binary,KXMVENFLSINGLEGAME-25NOV23INDKC,"[{'event_ticker': 'KXNFLANYTD-25NOV23INDKC', 'market_ticker': 'KXNFLANYTD-25NOV23INDKC-NOTD', 'side': 'yes'}, {'event_ticker': 'KXNFLSPREAD-25NOV23INDKC', 'market_ticker': 'KXNFLSPREAD-25NOV23INDKC-KC2', 'side': 'yes'}]",100,1.0000,100,1.0000,"yes No Touchdown,yes Kansas City wins by over 2.5 points",100,1.0000,0,2025-11-23T06:34:55.338899Z,0,0.0000,0,0.0000,0,0.0000,deci_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0010'}]",usd_cent,no,0,,,600,0,0.0000,finalized,custom,,1,KXMVENFLSINGLEGAME-S20251307584CD44-B9B999582A8,"yes No Touchdown,yes Kansas City wins by over 2.5 points",0,0,0,0.0000,0,0.0000,"yes No Touchdown,yes Kansas City wins by over 2.5 points",2025
